Symbol,PeriodType,MarketCap,FowardPeRatio,PeRatio,PegRatio,PsRatio,PbRatio,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio
MTSI,2024-03-31 00:00:00,6892501365.0,37.3134,91.961538,nan,10.96865,6.733149,6909307365.0,44.4377,11.0469
MTSI,2023-12-31 00:00:00,6698454205.0,35.0877,72.617188,nan,10.25005,7.071119,6671258205.0,37.1255,10.2887
MTRN,TTM,1843328046.0,16.1031,317.035714,nan,1.10271,2.121497,2343653046.0,19.8041,1.3911
MTRN,2024-12-31 00:00:00,2051886764.0,16.1812,27.932203,nan,1.240895,2.201843,2599446764.0,14.2737,1.5576
MTRN,2024-09-30 00:00:00,2321238404.0,14.9925,29.829333,nan,1.431953,2.559009,2860024404.0,15.5516,1.749
MTRN,2024-06-30 00:00:00,2243377327.0,18.6916,27.100251,nan,1.407652,2.520867,2778681327.0,14.8503,1.7281
MTRN,2024-03-31 00:00:00,2731295416.0,20.9205,28.766376,nan,1.654483,3.086025,3211735416.0,15.9949,1.9288
MTRN,2023-12-31 00:00:00,2686194991.0,19.4932,25.870775,nan,1.617108,3.08115,3198178991.0,15.0424,1.9051
MTN,TTM,5896914981.0,19.3424,25.991749,nan,2.062159,13.278379,8527979981.0,10.6844,2.954
MTN,2024-10-31 00:00:00,6207155660.0,nan,27.29654,nan,2.179785,8.578906,8929154660.0,11.3976,3.0948
MTN,2024-07-31 00:00:00,6823193792.0,nan,24.171315,nan,2.404603,6.798798,9080578792.0,11.0333,3.1425
MTN,2024-04-30 00:00:00,7125424990.0,nan,30.94281,nan,2.571057,8.585158,9311475990.0,11.9423,3.2732
MTN,2024-01-31 00:00:00,8429260524.0,nan,40.072202,nan,3.034941,13.314663,10705891524.0,14.1623,3.7323
MTN,2023-10-31 00:00:00,8058844264.0,24.6305,31.491098,nan,2.920733,8.026527,10520934264.0,13.2332,3.6413
MTN,2023-07-31 00:00:00,nan,27.3224,nan,nan,nan,nan,nan,nan,nan
MTH,TTM,5569034771.0,8.15,7.238806,nan,0.890133,1.083138,6309182771.0,6.1324,0.9869
MTH,2024-12-31 00:00:00,5531518866.0,7.6161,6.960181,nan,0.879277,1.099751,6071499866.0,5.6887,0.9441
MTH,2024-09-30 00:00:00,7419350982.0,9.9701,9.01803,nan,1.170632,1.51957,7794799982.0,7.0674,1.2071
MTH,2024-06-30 00:00:00,5878232415.0,8.7951,7.545455,nan,0.946664,1.245518,6026608415.0,5.7709,0.9531
MTH,2024-03-31 00:00:00,6372534196.0,9.8814,8.803813,nan,1.059717,1.381759,6513562196.0,6.6822,1.0613
MTH,2023-12-31 00:00:00,6349573625.0,10.142,8.049908,nan,0.997532,1.435237,6358578625.0,6.0123,0.982
MTG,TTM,5773991393.0,8.3472,8.231834,nan,5.200199,1.116313,6189173393.0,nan,5.1246
MTG,2024-12-31 00:00:00,5890725790.0,8.6133,8.378092,nan,5.37645,1.112701,6246402790.0,nan,5.248
MTG,2024-09-30 00:00:00,6559129600.0,9.1408,9.481481,nan,5.989187,1.281851,6921272600.0,nan,5.865
MTG,2024-06-30 00:00:00,5744954547.0,8.4459,8.288462,nan,5.209617,1.103994,5957170547.0,nan,5.1113
MTG,2024-03-31 00:00:00,6011068449.0,9.1827,8.97992,nan,5.558631,1.185843,6290598449.0,nan,5.4459
MTG,2023-12-31 00:00:00,5349337523.0,8.3893,7.809717,nan,4.848208,1.082745,5725622523.0,nan,4.9215
MTDR,TTM,5668130487.0,6.4767,6.340336,0.9252,1.614541,1.113768,9062869487.0,3.761,2.6051
MTDR,2024-12-31 00:00:00,7035222758.0,8.058,7.441799,1.3434,2.067201,1.444417,10694738758.0,4.5598,3.2088
MTDR,2024-09-30 00:00:00,6168286382.0,5.0025,6.36036,0.6253,1.847137,1.331776,8207185382.0,3.681,2.5295
MTDR,2024-06-30 00:00:00,7436902840.0,7.0872,8.164384,0.8859,2.35549,1.683643,9454295840.0,4.5272,3.1107
MTDR,2024-03-31 00:00:00,8331589912.0,8.4317,9.470922,4.2153,2.843202,2.130369,10547559912.0,5.4521,3.7434
MTDR,2023-12-31 00:00:00,6774011323.0,6.6979,8.088193,3.3486,2.541971,1.854472,9004581323.0,4.8771,3.3473
MTD,TTM,27014861786.0,30.303,31.906126,4.331,7.111136,nan,28969387786.0,23.4556,7.4811
MTD,2024-12-31 00:00:00,25635436436.0,28.6533,33.001079,2.5838,6.982663,nan,27641347436.0,23.9392,7.3471
MTD,2024-09-30 00:00:00,31647671199.0,34.2466,41.257221,3.0019,8.647449,nan,33634745199.0,29.2996,8.9689
MTD,2024-06-30 00:00:00,29848846738.0,35.3357,39.181105,3.1322,8.046206,nan,31865402738.0,27.2776,8.4177
MTD,2024-03-31 00:00:00,28473558630.0,33.4448,37.083287,3.1937,7.721249,nan,30484590630.0,26.005,8.047
MTD,2023-12-31 00:00:00,26301584473.0,30.6748,30.942857,3.9319,6.870474,nan,28340393473.0,22.5001,7.2463
MTCH,TTM,8168998285.0,15.4321,16.148515,0.5513,2.616286,nan,11047254285.0,11.6088,3.1751
MTCH,2024-12-31 00:00:00,8213186511.0,14.8148,14.668161,0.5291,2.655693,nan,11199603511.0,12.1777,3.3307
MTCH,2024-09-30 00:00:00,9609698521.0,14.7929,16.452174,0.5283,3.104876,nan,12611665521.0,12.5838,3.6329
MTCH,2024-06-30 00:00:00,8070997333.0,13.624,13.324561,0.4864,2.56928,nan,10994031333.0,11.0026,3.1987
MTCH,2024-03-31 00:00:00,9723466435.0,12.87,16.053097,0.4598,3.16253,nan,12697068435.0,12.7165,3.7738
MTCH,2023-12-31 00:00:00,9921122122.0,14.0449,20.621469,0.4869,3.263842,nan,13048894122.0,15.7034,3.973
MTB,TTM,29365256265.0,11.0375,12.209016,nan,3.2398,1.102589,nan,nan,4.9143
MTB,2024-12-31 00:00:00,31194836915.0,11.6959,13.906065,nan,3.42966,1.177964,nan,nan,5.1992
MTB,2024-09-30 00:00:00,29593885264.0,11.1982,13.203855,nan,3.242947,1.15241,nan,nan,5.2499
MTB,2024-06-30 00:00:00,25255085162.0,10.8578,10.227027,nan,2.72786,1.006019,nan,nan,4.673
MTB,2024-03-31 00:00:00,24233355912.0,10.3413,9.210893,1.4777,2.584462,0.971967,nan,nan,4.1972
MTB,2023-12-31 00:00:00,22749842447.0,9.1408,7.860092,1.6768,2.397667,0.941622,nan,nan,3.9561
MTB,2023-09-30 00:00:00,nan,nan,nan,1.7347,nan,nan,nan,nan,nan
MTB,2023-06-30 00:00:00,nan,nan,nan,1.0873,nan,nan,nan,nan,nan
MT,TTM,25571632341.0,8.2237,19.615385,nan,0.419943,0.523825,30650632341.0,5.3093,0.4909
MT,2024-09-30 00:00:00,20449933658.0,6.12,nan,nan,0.338252,0.391257,25738933658.0,7.7294,0.4041
MT,2024-06-30 00:00:00,18119993804.0,5.6211,23.639175,nan,0.288899,0.336044,22903993804.0,5.0864,0.3467
MT,2024-03-31 00:00:00,22332161239.0,6.7613,25.302752,nan,0.341342,0.410937,25327161239.0,5.456,0.3716
MT,2023-12-31 00:00:00,23260311067.0,7.2254,5.655378,nan,0.343648,0.419794,27514311067.0,3.4819,0.3896
MT,2023-09-30 00:00:00,21039430290.0,4.8876,4.879142,nan,0.297556,0.376438,25674430290.0,3.2117,0.3518
MT,2023-06-30 00:00:00,nan,nan,3.807799,nan,nan,nan,nan,nan,nan
MSTR,TTM,74749005275.0,3.3146,nan,nan,119.312776,4.100333,81958966275.0,nan,176.843
MSTR,2024-12-31 00:00:00,71182368590.0,nan,nan,nan,120.149936,18.863007,75405978590.0,nan,161.3849
MSTR,2024-09-30 00:00:00,34165146150.0,nan,nan,nan,63.371366,12.051755,38003267150.0,nan,79.069
MSTR,2024-06-30 00:00:00,24432956453.0,1111.1111,nan,nan,48.451034,10.94304,27969353453.0,nan,57.1279
MSTR,2024-03-31 00:00:00,30063645177.0,1250.0,64.51779,nan,56.900988,13.894135,32260505177.0,-162.148943,65.0071
MSTR,2023-12-31 00:00:00,10556777934.0,238.0952,311.142857,nan,17.196278,12.67757,12752001934.0,11.9531,25.285
MSTR,2023-09-30 00:00:00,nan,98.0392,35.035219,nan,nan,nan,nan,6.1823,nan
MSTR,2023-06-30 00:00:00,nan,178.5714,nan,nan,nan,nan,nan,32.748,nan
MSM,TTM,4591620814.0,24.3309,19.618138,2.4079,1.21882,3.339157,5110106814.0,12.0683,1.3464
MSM,2024-11-30 00:00:00,4801008897.0,19.9203,18.751092,1.4132,1.268572,3.449504,5339593897.0,11.8291,1.3975
MSM,2024-08-31 00:00:00,4615551819.0,13.8504,16.0,1.846,1.190272,3.280079,5157537819.0,10.6108,1.3211
MSM,2024-05-31 00:00:00,4836222484.0,12.5628,15.421903,1.4502,1.219036,3.478023,5429214484.0,10.5657,1.3644
MSM,2024-02-29 00:00:00,5693055164.0,16.3399,17.166667,1.8603,1.420554,4.110293,6267832164.0,11.6739,1.5648
MSM,2023-11-30 00:00:00,5576463812.0,15.748,15.944354,1.8494,1.365825,3.770011,6047829812.0,10.9201,1.5085
MSI,TTM,70636032499.0,28.5714,45.842904,1.7315,6.681206,41.477412,75085032499.0,28.8456,6.9414
MSI,2024-12-31 00:00:00,77248154013.0,31.348,50.627601,nan,7.4139,58.256526,82415154013.0,32.8216,7.7349
MSI,2024-09-30 00:00:00,75043247000.0,30.1205,52.649883,2.3377,7.378057,93.570133,80515247000.0,33.562,7.7263
MSI,2024-06-30 00:00:00,64388152234.0,29.4118,47.719407,2.3895,6.456569,123.595278,69752152234.0,30.5128,6.8411
MSI,2024-03-31 00:00:00,59141707005.0,27.5482,35.748238,2.4627,6.122676,81.782685,63986707005.0,23.2594,6.4128
MSI,2023-12-31 00:00:00,51963073281.0,24.2718,31.65723,2.1236,5.478916,143.744635,57556073281.0,21.2071,5.8516
MSI,2023-09-30 00:00:00,nan,nan,nan,1.9342,nan,nan,nan,nan,nan
MSGS,TTM,4726101235.0,83.3333,83.40678,nan,4.447308,nan,5720685235.0,44.0459,5.3551
MSGS,2024-12-31 00:00:00,5417565076.0,1250.0,77.287671,nan,5.246128,nan,6458667076.0,41.693,6.2258
MSGS,2024-09-30 00:00:00,4997098110.0,nan,85.352459,nan,4.885594,nan,6013181110.0,44.0781,5.8542
MSGS,2024-06-30 00:00:00,4504946305.0,68.9655,188.13,nan,4.888332,nan,5632160305.0,68.9227,6.0769
MSGS,2024-03-31 00:00:00,4418501526.0,71.9424,116.050314,nan,5.042578,nan,5532307526.0,52.8235,6.2895
MSGS,2023-12-31 00:00:00,4351897400.0,121.9512,99.360656,nan,4.83721,nan,5485496400.0,43.9462,6.0519
MSGS,2023-09-30 00:00:00,nan,80.0,nan,nan,nan,nan,nan,nan,nan
MSGE,TTM,1523755245.0,15.8479,12.156489,nan,1.60081,147.536333,2557812245.0,14.1763,2.663
MSGE,2024-12-31 00:00:00,1702632442.0,20.4499,9.971989,nan,1.78915,nan,2810698442.0,15.4027,2.9408
MSGE,2024-09-30 00:00:00,2060993337.0,19.7628,14.319865,nan,2.154243,nan,3097986337.0,18.8762,3.2295
MSGE,2024-06-30 00:00:00,1643887876.0,22.0751,31.081252,nan,1.78465,nan,2597069876.0,15.659,2.8195
MSGE,2024-03-31 00:00:00,1881637083.0,23.9234,26.201206,nan,2.104643,nan,2814834083.0,15.1775,3.1484
MSGE,2023-12-31 00:00:00,1524962420.0,77.5194,34.794163,nan,1.799879,nan,2458754420.0,15.4082,2.902
MSGE,2023-06-30 00:00:00,nan,nan,nan,nan,nan,40.102416,nan,nan,nan
MSFT,TTM,2923859552847.0,26.178,31.69299,1.7924,11.223822,9.659425,2914532552847.0,20.3949,11.1326
MSFT,2024-12-31 00:00:00,3133802247084.0,32.0513,34.805946,2.2126,12.388475,10.891734,3116851247084.0,22.3409,12.2619
MSFT,2024-09-30 00:00:00,3199710800000.0,32.5733,36.466102,2.3256,13.111474,11.918007,3191306800000.0,23.9932,13.0193
MSFT,2024-06-30 00:00:00,3321869074628.0,33.3333,38.730503,2.2037,14.106042,13.12527,3321767074628.0,25.9999,14.0405
MSFT,2024-03-31 00:00:00,3126133130264.0,31.5457,38.039783,2.1338,13.800129,13.12354,3133525130264.0,25.913,13.7687
MSFT,2023-12-31 00:00:00,2794827926197.0,33.67,36.437985,2.2431,12.860651,12.661559,2735871926197.0,24.4257,12.5321
MSCI,TTM,43631881718.0,33.1126,39.992171,2.5305,15.53391,nan,47857996718.0,27.3796,16.7563
MSCI,2024-12-31 00:00:00,47023560112.0,35.3357,39.42247,3.1273,16.964416,nan,51135202112.0,27.6486,18.2448
MSCI,2024-09-30 00:00:00,45684924781.0,34.4828,39.044206,3.0499,17.128074,nan,49876695781.0,27.798,18.4492
MSCI,2024-06-30 00:00:00,38166258831.0,33.1126,32.906421,3.636,14.654925,nan,42293514831.0,24.2018,16.1631
MSCI,2024-03-31 00:00:00,44400845322.0,37.1747,38.947186,3.505,17.694514,nan,48570892322.0,28.3219,19.2062
MSCI,2023-12-31 00:00:00,44737931623.0,38.1679,47.176814,2.6323,18.754933,nan,48443941623.0,32.3097,20.0594
MSC,TTM,737612710.0,nan,nan,nan,1.154062,1.140899,2785552710.0,11.598,4.3582
MSC,2024-09-30 00:00:00,1444411312.0,nan,nan,nan,2.446127,2.130381,3504207312.0,14.7353,5.9344
MSC,2024-06-30 00:00:00,1126640823.0,nan,nan,nan,2.070163,1.592801,3257111823.0,15.3813,5.9848
MSC,2024-03-31 00:00:00,1334636052.0,nan,nan,nan,2.995561,1.830819,3455110052.0,22.6121,7.7549
MSC,2023-12-31 00:00:00,1247971374.0,nan,nan,nan,4.141022,1.685883,3403053374.0,72.8799,11.0301
MSC,2023-09-30 00:00:00,968718520.0,nan,nan,nan,6.036059,1.262334,3015249520.0,59.478243,17.9324
MSA,TTM,6201375767.0,nan,21.912621,nan,3.454453,5.440997,6594381767.0,13.8471,3.6471
MSA,2024-12-31 00:00:00,6516410411.0,nan,23.955202,nan,3.645713,5.968633,6969667411.0,15.152,3.8639
MSA,2024-09-30 00:00:00,6971224404.0,nan,25.701449,nan,3.865412,6.767667,7462624404.0,16.1396,4.1052
MSA,2024-06-30 00:00:00,7391653000.0,nan,27.682891,nan,4.118444,7.451195,7888173000.0,17.231,4.3758
MSA,2024-03-31 00:00:00,7611668995.0,nan,130.804054,nan,4.274657,7.914814,8114982995.0,25.8279,4.5395
MSA,2023-12-31 00:00:00,6636908714.0,nan,198.623529,nan,3.822704,7.672509,7258903714.0,25.8774,4.1825
MS,TTM,192397542734.0,14.0252,15.005031,3.1896,3.335176,2.030345,nan,nan,4.6883
MS,2024-12-31 00:00:00,202032040000.0,16.0256,19.106383,3.6398,3.718604,2.151635,nan,nan,4.7307
MS,2024-09-30 00:00:00,168042013143.0,13.7552,17.144737,nan,3.213974,1.827259,nan,nan,4.3181
MS,2024-06-30 00:00:00,157949560480.0,14.4928,17.670909,3.2958,3.099418,1.739761,nan,nan,3.8557
MS,2024-03-31 00:00:00,153163686822.0,14.771,18.177606,3.3569,3.058941,1.696417,nan,nan,4.075
MS,2023-12-31 00:00:00,153052304835.0,14.245,16.651786,3.2381,3.06134,1.676985,nan,nan,3.8821
MS,2023-09-30 00:00:00,nan,nan,nan,2.4794,nan,nan,nan,nan,nan
MRX,TTM,2557182432.0,12.0919,13.375,nan,0.946064,2.61765,3483382432.0,4.0345,1.2033
MRX,2024-09-30 00:00:00,1660270727.0,8.7413,11.061097,nan,0.649533,1.881753,-863729273.0,nan,nan
MRX,2024-06-30 00:00:00,1416361680.0,8.4818,9.227114,nan,0.578036,1.811854,-1476838320.0,nan,nan
MRVL,TTM,61297852000.0,25.9067,nan,nan,10.630975,4.565268,64413352000.0,98.8541,11.1687
MRVL,2024-10-31 00:00:00,69391282000.0,32.3625,nan,nan,13.120746,4.885024,72956482000.0,74.8195,13.8204
MRVL,2024-07-31 00:00:00,57977888000.0,48.7805,nan,nan,10.815399,4.004357,61510788000.0,70.6696,11.504
MRVL,2024-04-30 00:00:00,57043458040.0,43.8596,nan,1.5328,10.307076,3.846128,60493958040.0,71.1108,10.9835
MRVL,2024-01-31 00:00:00,58526650000.0,33.67,nan,1.7818,10.569162,3.841995,62223450000.0,68.9457,11.314
MRVL,2023-10-31 00:00:00,40812246000.0,18.9753,nan,1.6024,7.195116,2.651954,44776946000.0,38.9263,7.9697
MRVL,2023-07-31 00:00:00,nan,nan,nan,3.4286,nan,nan,nan,nan,nan
MRVI,TTM,418438339.0,nan,nan,nan,1.44327,1.212373,401356339.0,0.7319,1.4494
MRVI,2024-09-30 00:00:00,1176308247.0,344.8276,nan,nan,3.969148,2.692194,1165015247.0,1.6631,4.1819
MRVI,2024-06-30 00:00:00,951069043.0,nan,nan,nan,3.44986,2.466916,952067043.0,1.3671,3.4734
MRVI,2024-03-31 00:00:00,1150117124.0,nan,nan,nan,3.958323,2.759713,1186122124.0,1.6649,4.105
MRVI,2023-12-31 00:00:00,865835539.0,nan,36.388889,nan,2.540493,1.667824,900909539.0,6.2594,2.1475
MRVI,2023-09-30 00:00:00,1319235610.0,90.0901,17.54386,nan,3.558681,2.534621,1356328610.0,5.0882,2.4936
MRVI,2023-06-30 00:00:00,nan,40.1606,10.720221,nan,nan,nan,nan,nan,nan
MRUS,TTM,3185761525.0,nan,nan,nan,81.953325,4.916853,2658646525.0,nan,73.5795
MRUS,2024-12-31 00:00:00,2894248895.0,nan,nan,nan,71.993271,4.115469,2273026895.0,nan,63.2591
MRUS,2024-09-30 00:00:00,3418601878.0,nan,nan,nan,82.231045,4.577839,2642198878.0,nan,75.0774
MRUS,2024-06-30 00:00:00,3986285917.0,nan,nan,nan,84.187032,11.489141,3660316917.0,nan,95.4774
MRUS,2024-03-31 00:00:00,2641022063.0,nan,nan,nan,52.877173,7.41617,2298808063.0,nan,52.3086
MRUS,2023-12-31 00:00:00,1587652385.0,nan,nan,nan,29.339772,4.042349,1211195385.0,-25.811853,26.5183
MRUS,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-29.387412,nan
MRUS,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-32.658351,nan
MRTN,TTM,1169822149.0,nan,43.515152,nan,1.213996,1.523361,1152837149.0,8.2403,1.1963
MRTN,2024-12-31 00:00:00,1271400751.0,nan,38.073171,nan,1.269494,1.659122,1228761751.0,8.2669,1.2269
MRTN,2024-09-30 00:00:00,1441044774.0,nan,33.396226,nan,1.381121,1.880171,1364065774.0,8.4677,1.307
MRTN,2024-06-30 00:00:00,1501141981.0,nan,26.357143,nan,1.387079,1.970159,1427613981.0,7.9519,1.3181
MRTN,2024-03-31 00:00:00,1502961176.0,nan,21.488372,nan,1.329715,1.985227,1449997176.0,7.5044,1.2815
MRTN,2023-12-31 00:00:00,1705862148.0,nan,20.568627,nan,1.440222,2.276524,1638111148.0,7.798,1.3814
MRNA,TTM,13738903379.0,nan,nan,nan,4.274536,1.260334,7460903379.0,nan,2.3323
MRNA,2024-12-31 00:00:00,16049880000.0,nan,nan,nan,3.130975,1.345676,10537880000.0,nan,2.0842
MRNA,2024-09-30 00:00:00,25729550000.0,nan,nan,nan,5.097656,2.196854,18510550000.0,nan,3.711
MRNA,2024-06-30 00:00:00,45509717462.0,nan,nan,nan,8.900994,3.557775,38223717462.0,nan,7.5199
MRNA,2024-03-31 00:00:00,40799651454.0,nan,nan,nan,6.026935,2.945899,33438651454.0,-29.776181,4.9509
MRNA,2023-12-31 00:00:00,37918693402.0,nan,nan,nan,4.247686,2.823478,31800693402.0,114.390983,3.4984
MRNA,2023-09-30 00:00:00,nan,nan,35.864583,nan,nan,nan,nan,26.2247,nan
MRNA,2023-06-30 00:00:00,nan,nan,10.358056,nan,nan,nan,nan,7.099,nan
MRK,TTM,239089330116.0,10.5042,14.043027,0.8682,3.748062,5.162467,262511330116.0,10.2121,4.091
MRK,2024-12-31 00:00:00,251449362085.0,10.2669,20.811715,0.0692,4.003671,5.650294,274987362085.0,14.2932,4.3529
MRK,2024-09-30 00:00:00,287537343266.0,11.3379,21.02963,0.0765,4.633822,6.597617,313971343266.0,15.2539,5.0252
MRK,2024-06-30 00:00:00,313561420806.0,14.3472,137.555556,0.0966,5.131703,7.777064,342161420806.0,38.0984,5.5724
MRK,2024-03-31 00:00:00,334268680336.0,15.4083,942.5,0.1058,5.590562,8.892522,362230680336.0,52.444,6.0256
MRK,2023-12-31 00:00:00,276259196617.0,12.7714,60.566667,0.8743,4.684561,6.691525,302345196617.0,24.543,5.0973
MRCY,TTM,2617615546.0,49.2611,nan,nan,2.891741,1.792548,3024355546.0,nan,3.4198
MRCY,2024-12-31 00:00:00,2504565504.0,161.2903,nan,nan,2.838105,1.715643,2997740504.0,nan,3.491
MRCY,2024-09-30 00:00:00,2162824936.0,142.8571,nan,nan,2.557608,1.468537,2636387936.0,nan,3.1563
MRCY,2024-06-30 00:00:00,1567944320.0,31.746,nan,nan,1.846793,1.064606,2107272320.0,nan,2.5088
MRCY,2024-03-31 00:00:00,1751296410.0,27.8552,nan,nan,1.883294,1.134687,2267402410.0,-86.727448,2.5329
MRCY,2023-12-31 00:00:00,2105105715.0,22.4719,nan,nan,2.241914,1.366231,2656404715.0,63.4365,2.8647
MRCY,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,35.5802,nan
MRCY,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,23.1561,nan
MRC,TTM,985409103.0,nan,13.287356,nan,0.306053,1.769137,1564409103.0,8.2337,0.4884
MRC,2024-09-30 00:00:00,1085913430.0,nan,13.553191,nan,0.33223,2.076316,1752913430.0,8.3076,0.5322
MRC,2024-06-30 00:00:00,1098333019.0,nan,14.83908,nan,0.331852,2.222965,1813333019.0,8.8026,0.5441
MRC,2024-03-31 00:00:00,1060786033.0,nan,11.971429,nan,0.314987,2.191292,1805786033.0,8.0713,0.5323
MRC,2023-12-31 00:00:00,928163941.0,nan,10.386792,nan,0.315444,2.004991,1756163941.0,7.4414,0.4999
MRC,2023-09-30 00:00:00,861121483.0,nan,11.021505,nan,0.247754,1.986299,1779121483.0,8.1987,0.5041
MQY,TTM,855538378.0,nan,19.209677,nan,19.649447,0.902077,nan,nan,19.6498
MQT,TTM,226199609.0,nan,21.723404,nan,22.612788,0.876427,nan,nan,22.6134
MQ,TTM,2042502345.0,nan,81.0,nan,4.144661,1.882459,953295345.0,nan,1.8803
MQ,2024-12-31 00:00:00,1904074824.0,nan,189.5,nan,4.041061,1.737837,814654824.0,nan,1.6625
MQ,2024-09-30 00:00:00,2480418000.0,nan,nan,nan,5.492504,2.171282,1342410000.0,nan,2.8504
MQ,2024-06-30 00:00:00,2810994287.0,nan,nan,nan,5.00786,2.311869,1628301287.0,nan,2.823
MQ,2024-03-31 00:00:00,3062314221.0,nan,nan,nan,4.693989,2.482987,1829544221.0,-39.502196,2.7057
MQ,2023-12-31 00:00:00,3642521271.0,nan,nan,nan,4.933929,2.804449,2363835271.0,-44.452212,3.1056
MQ,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-26.998095,nan
MQ,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-17.245121,nan
MPWR,TTM,28565950140.0,35.3357,16.310194,nan,13.204766,9.080758,27715978140.0,48.1357,12.5576
MPWR,2024-12-31 00:00:00,28296869100.0,34.0136,66.708005,1.5771,14.195729,12.032568,26848001100.0,51.4098,13.1644
MPWR,2024-09-30 00:00:00,45096185500.0,51.0204,110.059524,2.106,23.859796,20.536932,43801985500.0,88.6092,23.1243
MPWR,2024-06-30 00:00:00,nan,60.9756,97.935638,2.6794,21.95438,18.932147,nan,78.7831,21.1787
MPWR,2024-03-31 00:00:00,32963934620.0,53.7634,77.33105,2.7014,18.142309,16.082429,31861023620.0,61.0477,17.4958
MPWR,2023-12-31 00:00:00,30221931360.0,48.0769,68.340195,2.6627,16.808831,15.576977,29179630360.0,52.5035,15.9707
MPWR,2023-09-30 00:00:00,22073436000.0,nan,nan,nan,nan,nan,21337178000.0,nan,nan
MPW,TTM,3615612000.0,nan,nan,nan,3.629656,0.748151,12260434000.0,14.5854,12.3153
MPW,2024-12-31 00:00:00,2371591850.0,nan,nan,nan,3.694847,0.436069,11448361850.0,nan,17.8512
MPW,2024-09-30 00:00:00,3511339650.0,nan,nan,nan,4.856551,0.567243,12433862650.0,nan,17.2198
MPW,2024-06-30 00:00:00,2586431000.0,nan,nan,nan,3.256094,0.385886,12624078000.0,nan,15.9213
MPW,2024-03-31 00:00:00,2827513119.0,nan,nan,nan,3.226701,0.369703,12798336119.0,18.3512,14.6804
MPW,2023-12-31 00:00:00,2941090000.0,nan,nan,nan,2.137053,0.355005,12912329000.0,23.275,9.3931
MPW,2023-09-30 00:00:00,nan,nan,49.545455,nan,nan,nan,nan,20.3925,nan
MPW,2023-06-30 00:00:00,nan,11.1483,18.52,nan,nan,nan,nan,21.1561,nan
MPLX,TTM,53886265458.0,11.6959,12.517815,2.1255,4.915251,3.910753,73803265458.0,11.1925,6.7685
MPLX,2024-12-31 00:00:00,48760346962.0,10.9051,11.287736,2.2731,4.515704,3.532449,69176346962.0,10.4844,6.4416
MPLX,2024-09-30 00:00:00,45375188559.0,10.1729,10.791262,2.1193,4.199486,3.310782,65702188559.0,10.2117,6.1536
MPLX,2024-06-30 00:00:00,43537059647.0,10.4058,11.005168,2.1684,4.075671,3.32302,64364059647.0,10.4301,6.1363
MPLX,2024-03-31 00:00:00,42005409076.0,10.2669,10.936842,12.8303,3.991098,3.146708,61871409076.0,10.1645,5.9298
MPLX,2023-12-31 00:00:00,36764689855.0,9.3371,10.551724,nan,3.585211,2.984649,57028689855.0,9.9163,5.5584
MPC,TTM,42994805829.0,16.2866,13.645833,nan,0.337773,2.422925,68542805829.0,6.4651,0.4936
MPC,2024-12-31 00:00:00,44082000000.0,15.3374,10.822343,nan,0.348794,2.328316,68335000000.0,5.6785,0.4813
MPC,2024-09-30 00:00:00,52945750000.0,14.4092,8.542737,nan,0.40895,2.482918,74557750000.0,4.8148,0.5045
MPC,2024-06-30 00:00:00,61122292017.0,10.2041,8.622266,nan,0.460036,2.580782,82079292017.0,5.0306,0.5613
MPC,2024-03-31 00:00:00,72607721933.0,13.2802,8.527296,nan,0.555426,2.931179,90884721933.0,4.8965,0.6125
MPC,2023-12-31 00:00:00,56331888015.0,10.6952,5.596379,nan,0.42183,2.11107,71858888015.0,3.4576,0.473
MP,TTM,4082786580.0,nan,nan,nan,20.817092,3.87038,4146445580.0,537.1044,20.3402
MP,2024-12-31 00:00:00,2545854292.0,nan,nan,nan,14.441843,2.391506,2623014292.0,220.7181,14.2498
MP,2024-09-30 00:00:00,2880298275.0,29.9401,nan,nan,17.652763,2.597114,2886220275.0,83.8262,16.6197
MP,2024-06-30 00:00:00,2104483080.0,nan,nan,nan,10.890542,1.849845,2099874080.0,24.9581,10.1724
MP,2024-03-31 00:00:00,2370620795.0,nan,102.142857,nan,10.051793,1.730801,2061585795.0,21.9229,8.1343
MP,2023-12-31 00:00:00,3529628901.0,nan,34.224138,nan,12.579759,2.568857,3133802901.0,21.0369,10.2585
MP,2023-09-30 00:00:00,nan,1000.0,20.537634,nan,nan,nan,nan,nan,nan
MP,2023-06-30 00:00:00,nan,99.0099,18.015748,nan,nan,nan,nan,nan,nan
MOS,TTM,7967852267.0,11.6959,45.709091,3.1181,0.724853,0.693919,12144852267.0,7.7311,1.0919
MOS,2024-12-31 00:00:00,7790189715.0,11.1483,21.752212,1.7988,0.693166,0.659705,11766789715.0,7.0409,1.0271
MOS,2024-09-30 00:00:00,8512541219.0,11.5875,35.706667,2.8983,0.715851,0.728776,12617041219.0,8.5894,1.0347
